Moldova, 40487, 1644.31
Azerbaijan, 15511, 1891
Italy, 27225, 1972.59
Ukraine, 49327, 227.73
Germany, 25853, 1676.94
Australia, 33857, 1561.74
Vanuatu, 13484, 1586.39
Bulgaria, 27268, 612.47
Mongolia, 14221, 1947.25
Armenia, 6169, 1358.07
Yemen, 25702, 506.32
Bahamas, 11647, 93.04
Trinidad & Tobago, 46433, 874.5
Spain, 18955, 1004.37
Russian Federation, 23085, 103.07
Djibouti, 29801, 308.09
Ethiopia, 23805, 1921.43
Eswatini, 32499, 1973.75
Slovakia, 36721, 732.54
Aruba, 12079, 1305.09
Nepal, 46626, 1025.56
India, 33130, 539.27
Gambia, 18171, 734.78
Israel, 38861, 450.08
Kosovo, 28476, 1399.18
Burkina, 18877, 781.71
Barbados, 30367, 10.32
Algeria, 46519, 1432.57
Afghanistan, 33911, 832.86
Albania, 9261, 262.73
San Marino, 25290, 405.37
Costa Rica, 42530, 1363.82
Marshall Islands, 48241, 559.74
Iceland, 33057, 588.29
Kuwait, 1342, 1673.35
Japan, 6149, 237.32
Canada, 2452, 1431.44
Oman, 18981, 526.83
Liberia, 2075, 765.29
Vietnam, 11431, 63.31
Taiwan, 33235, 1834.63
Bhutan, 30608, 587.67
Indonesia, 27903, 55.67
Antigua & Deps, 46118, 1423.83
Colombia, 15873, 1862.24
France, 49450, 1643.85
Iraq, 27040, 839.16
Uruguay, 49345, 1739.22
Benin, 8927, 931.73
Cuba, 6021, 788.33
Myanmar, 24794, 468.41
South Africa, 43971, 176.68
Bahrain, 21549, 470.92
Brazil, 20521, 30.89
Congo, 30285, 614.34
Guatemala, 33854, 182.38
Guinea-Bissau, 27459, 577.81
Austria, 41869, 185.49
Slovenia, 32404, 1632.15
Comoros, 20821, 1608.71
Serbia, 45801, 481.42
China, 46748, 1300.56
Belarus, 4070, 208.26
Dominica, 31988, 1741.02
Madagascar, 24975, 825.86
Chile, 45508, 1422.49
Denmark, 25353, 606.82
Tajikistan, 12355, 1145.07
Angola, 19685, 1088.27
Nicaragua, 28402, 127.6
Georgia, 22888, 1733.67
Argentina, 41678, 370.75
Bangladesh, 21753, 700.23
Moldova, 24831, 271.59
Azerbaijan, 5131, 1560.25
Italy, 18236, 357.75
Ukraine, 47149, 91.38
Germany, 20717, 49.35
Australia, 38718, 1372.32
Vanuatu, 6634, 1078.54
Bulgaria, 33272, 1975.02
Mongolia, 36286, 1148.2
Armenia, 7528, 156.12
Yemen, 27888, 1964.76
Bahamas, 1815, 393.13
Trinidad & Tobago, 20726, 1400.08
Spain, 30333, 1288.56
Russian Federation, 12873, 15.39
Djibouti, 38111, 1807.92
Ethiopia, 33162, 1207.28
Eswatini, 12336, 40.36
Slovakia, 20112, 1736.97
Aruba, 1139, 990.7
Nepal, 49076, 723.69
India, 40731, 1384.93
Gambia, 38059, 132.32
Israel, 30300, 1919.2
Kosovo, 31287, 1067.87
Burkina, 27338, 457.17
Barbados, 9395, 289.02
Algeria, 24341, 1083.04
Afghanistan, 33963, 489.69
Albania, 24150, 1317.25
San Marino, 8616, 908.24
Costa Rica, 22016, 1117.42
Marshall Islands, 7838, 1312.44
Iceland, 23765, 249.41
Kuwait, 21019, 1845.85
Japan, 38341, 1626.2
Canada, 17693, 423.04
Oman, 9507, 990.18
Liberia, 2354, 402.64
Vietnam, 5417, 593.67
Taiwan, 19634, 1017.11
Bhutan, 9862, 972.77
Indonesia, 19994, 191.13
Antigua & Deps, 30228, 614.18
Colombia, 3703, 1792.36
France, 37572, 1096.75
Iraq, 11211, 423.44
Uruguay, 34577, 474.15
Benin, 46737, 1126.22
Cuba, 45645, 1181.71
Myanmar, 36976, 536.2
South Africa, 22745, 933.28
Bahrain, 10966, 1531.38
Brazil, 47156, 1146.14
Congo, 8568, 1964.03
Guatemala, 43910, 956.32
Guinea-Bissau, 49379, 1156.74
Austria, 15511, 587.33
Slovenia, 43270, 607.56
Comoros, 29492, 1479.49
Serbia, 46124, 1651.61
China, 14256, 471.75
Belarus, 27825, 781.94
Dominica, 26793, 203.76
Madagascar, 14798, 1966.24
Chile, 1064, 462.95
Denmark, 15489, 95.96
Tajikistan, 45328, 1212.77
Angola, 4966, 1946.4
Nicaragua, 39616, 1995.08
Georgia, 5787, 1164.87
Argentina, 22959, 155.03
Bangladesh, 6690, 277.16
Moldova, 841, 32.7
Azerbaijan, 34332, 768.46
Italy, 36297, 1693.97
Ukraine, 28296, 1408.32
Germany, 17527, 918.15
Australia, 40223, 954.17
Vanuatu, 40464, 1298.96
Bulgaria, 49345, 160.46
Mongolia, 17506, 588.63
Armenia, 17424, 1252.23
Yemen, 40327, 1558.99
Bahamas, 29232, 465.52
Trinidad & Tobago, 35784, 1426.17
Spain, 49128, 167.06
Russian Federation, 23413, 727.82
Djibouti, 28717, 879.14
Ethiopia, 42792, 1138.87
Eswatini, 14862, 221.79
Slovakia, 46942, 828.3
Aruba, 36146, 1916.12
Nepal, 39004, 620.84
India, 33427, 109.22
Gambia, 7415, 175.72
Israel, 7797, 1290.35
Kosovo, 11034, 1425.91
Burkina, 15001, 1200.3
Barbados, 21669, 650.78
Algeria, 4383, 205.55
Afghanistan, 16543, 1850.15
Albania, 36939, 160.21
San Marino, 23764, 1671.79
Costa Rica, 12648, 218.45
Marshall Islands, 20540, 990.23
Iceland, 19568, 1263.83
Kuwait, 37881, 1828
Japan, 22436, 1877.76
Canada, 36858, 1041
Oman, 36714, 1808.41
Liberia, 7187, 436.13
Vietnam, 34564, 460.39
Taiwan, 34497, 1075.51
Bhutan, 32719, 746.99
Indonesia, 23762, 310.29
Antigua & Deps, 12830, 1948.03
Colombia, 42285, 704.43
France, 37587, 1471.9
Iraq, 4634, 1115.4
Uruguay, 35230, 544.2
Benin, 24106, 1044.4
Cuba, 42134, 1190.66
Myanmar, 18760, 1124.66
South Africa, 38659, 1177.38
Bahrain, 26464, 1929.08
Brazil, 49247, 1718.69
Congo, 33786, 952.69
Guatemala, 34531, 1447.99
Guinea-Bissau, 39809, 1934.56
Austria, 528, 1417.99
Slovenia, 21310, 653.14
Comoros, 19650, 301.85
Serbia, 4848, 1664.42
China, 6769, 446.72
Belarus, 36054, 1161.75
Dominica, 2888, 1217.28
Madagascar, 39656, 962.08
Chile, 15180, 1987.93
Denmark, 39631, 1918.53
Tajikistan, 907, 1450.55
Angola, 30145, 781.79
Nicaragua, 48865, 1618.53
Georgia, 31051, 858.12
Argentina, 45050, 1908.44
Bangladesh, 20234, 1560.33
Moldova, 26146, 1745.76
Azerbaijan, 32538, 86.03
Italy, 14981, 169.03
Ukraine, 37768, 414.36
Germany, 2939, 1374.43
Australia, 4824, 440.06
Vanuatu, 5088, 1825.93
Bulgaria, 48577, 1943.73
Mongolia, 35864, 1385.43
Armenia, 43116, 1332.93
Yemen, 250, 508.77
Bahamas, 21941, 1647.36
Trinidad & Tobago, 8513, 1353.72
Spain, 36895, 825.64
Russian Federation, 34020, 510.45
Djibouti, 17486, 679.95
Ethiopia, 24178, 1016.26
Eswatini, 46939, 913.55
Slovakia, 48297, 568.98
Aruba, 19654, 805.22
Nepal, 8342, 1111.65
India, 7267, 511.84
Gambia, 9302, 823.95
Israel, 17634, 1216.7
Kosovo, 47056, 99.08
Burkina, 36456, 1205.84
Barbados, 33897, 1620.56
Algeria, 9725, 583.28
Afghanistan, 27112, 1994.12
Albania, 33104, 1777.29
San Marino, 17936, 972.83
Costa Rica, 17529, 458.73
Marshall Islands, 16739, 1982.43
Iceland, 38228, 75.92
Kuwait, 4385, 930.75
Japan, 43465, 590.42
Canada, 12014, 339.39
Oman, 19633, 564.9
Liberia, 6662, 799.3
Vietnam, 20507, 271.83
Taiwan, 876, 322.7
Bhutan, 3656, 597.23
Indonesia, 33645, 1415.86
Antigua & Deps, 10235, 1992.5
Colombia, 41917, 897.58
France, 3617, 672.47
Iraq, 36721, 762.16
Uruguay, 11742, 1227.29
Benin, 19792, 853.31
Cuba, 15511, 1153.98
Myanmar, 9126, 837.53
South Africa, 33790, 950.09
Bahrain, 25460, 1807.73
Brazil, 28771, 1890.81
Congo, 14562, 1280.64
Guatemala, 21661, 1045.94
Guinea-Bissau, 49682, 1874.22
Austria, 38133, 721.83
Slovenia, 287, 645.07
Comoros, 37147, 523.86
Serbia, 31094, 1984.84
China, 4421, 1049.93
Belarus, 31630, 765.1
Dominica, 21508, 610.61
Madagascar, 19402, 171.1
Chile, 18558, 771.67
Denmark, 17122, 601.77
Tajikistan, 24909, 1276.47
Angola, 48202, 421.39
Nicaragua, 12548, 1635.25
Georgia, 3758, 314.27
Argentina, 24444, 1887.53
Bangladesh, 29919, 916.78
Moldova, 36108, 52.83
Azerbaijan, 36219, 684.85
Italy, 33280, 1796.39
Ukraine, 48880, 530.68
Germany, 22766, 944.37
Australia, 3575, 973.09
Vanuatu, 14500, 1960.45
Bulgaria, 13968, 342.15
Mongolia, 8223, 580.72
Armenia, 19902, 400.85
Yemen, 39677, 376.28
Bahamas, 34333, 1276.79
Trinidad & Tobago, 32710, 37.43
Spain, 7412, 250.59
Russian Federation, 8989, 95.11
Djibouti, 12270, 597.88
Ethiopia, 7740, 1472.77
Eswatini, 32939, 1196.65
Slovakia, 1203, 84.92
Aruba, 39100, 1875.27
Nepal, 35248, 1286.29
India, 46477, 717.38
Gambia, 10938, 1313.39
Israel, 23518, 1387.78
Kosovo, 7302, 1460.97
Burkina, 25890, 1883.29
Barbados, 6613, 1638.21
Algeria, 20201, 944.02
Afghanistan, 36707, 1739.11
Albania, 4015, 519.89
San Marino, 29585, 1287.74
Costa Rica, 36853, 1586.18
Marshall Islands, 41728, 568.03
Iceland, 38279, 169.52
Kuwait, 4298, 1992.42
Japan, 14712, 920.88
Canada, 39991, 1919.74
Oman, 3257, 1050.95
Liberia, 6017, 1505.6
Vietnam, 6941, 1920.57
Taiwan, 32618, 1542.42
Bhutan, 12729, 180.99
Indonesia, 26200, 1600.76
Antigua & Deps, 48744, 1891.01
Colombia, 39635, 24.09
France, 18632, 1170.15
Iraq, 15352, 806.61
Uruguay, 19081, 1975.88
Benin, 47967, 496.32
Cuba, 11442, 777.44
Myanmar, 47132, 1990.2
South Africa, 12682, 131.44
Bahrain, 4270, 275.1
Brazil, 20047, 1759.53
Congo, 2548, 1226.09
Guatemala, 9640, 989.77
Guinea-Bissau, 1941, 365.48
Austria, 23297, 100.1
Slovenia, 17445, 1789.36
Comoros, 35539, 206.73
Serbia, 30301, 1422.89
China, 46621, 1859.95
Belarus, 35122, 1105.9
Dominica, 38953, 281.65
Madagascar, 17730, 964.52
Chile, 35760, 743.44
Denmark, 928, 1442.44
Tajikistan, 26426, 1331.55
Angola, 46490, 857.52
Nicaragua, 45906, 1876.03
Georgia, 27573, 1124.19
Argentina, 43777, 1026.29
Bangladesh, 2140, 1618.76
Moldova, 40401, 1309.41
Azerbaijan, 35549, 739.96
Italy, 25350, 810.88
Ukraine, 41186, 1495.86
Germany, 7195, 1607.61
Australia, 6397, 1434.54
Vanuatu, 45718, 271.55
Bulgaria, 2809, 1046.26
Mongolia, 25661, 814.03
Armenia, 15047, 58.65
Yemen, 13812, 1864.84
Bahamas, 11661, 1845.89
Trinidad & Tobago, 31067, 1781.79
Spain, 42092, 1414.01
Russian Federation, 45925, 1003.45
Djibouti, 35301, 1204.88
Ethiopia, 40040, 652.7
Eswatini, 25760, 446.52
Slovakia, 47342, 950.44
Aruba, 13725, 897.95
Nepal, 19366, 1137.19
India, 25045, 1689.9
Gambia, 25287, 517.95
Israel, 9242, 1890.26
Kosovo, 34245, 1869.92
Burkina, 15702, 246.73
Barbados, 15787, 1407.26
Algeria, 29996, 1884.79
Afghanistan, 42972, 539.43
Albania, 4240, 509.91
San Marino, 25518, 1434.69
Costa Rica, 3395, 1258.4
Marshall Islands, 38533, 892.89
Iceland, 47090, 1913.26
Kuwait, 26210, 469.07
Japan, 49160, 391.12
Canada, 42141, 109.32
Oman, 7588, 155.71
Liberia, 4002, 1553.11
Vietnam, 21027, 1011.95
Taiwan, 38602, 1112.16
Bhutan, 46836, 155.82
Indonesia, 276, 41.06
Antigua & Deps, 41597, 1724.29
Colombia, 42472, 1308.27
France, 8735, 897.88
Iraq, 22536, 1970.2
Uruguay, 40330, 1250.68
Benin, 14683, 1159.7
Cuba, 9821, 1205.7
Myanmar, 48454, 75.62
South Africa, 19939, 1725.6
Bahrain, 37532, 853.79
Brazil, 12468, 698.14
Congo, 12008, 1091.62
Guatemala, 8112, 1378.43
Guinea-Bissau, 29823, 1891.86
Austria, 22476, 1033.14
Slovenia, 1699, 1573.66
Comoros, 41605, 973.4
Serbia, 3489, 1924.29
China, 31943, 747.1
Belarus, 39403, 747.83
Dominica, 35972, 750.59
Madagascar, 19138, 667.5
Chile, 1271, 736.4
Denmark, 46305, 1520.9
Tajikistan, 17299, 1476.05
Angola, 3618, 1608.83
Nicaragua, 10022, 1635.01
Georgia, 42709, 1368.85
Argentina, 24351, 1911.16
Bangladesh, 11345, 1355.72
Moldova, 19912, 520.24
Azerbaijan, 38267, 1305.7
Italy, 26911, 789.66
Ukraine, 24457, 1701.12
Germany, 29247, 820.48
Australia, 43661, 1362.42
Vanuatu, 25224, 1354.12
Bulgaria, 35385, 1689.22
Mongolia, 41343, 760.83
Armenia, 28046, 687.47
Yemen, 15739, 1330.37
Bahamas, 49612, 168
Trinidad & Tobago, 11213, 1920.65
Spain, 12088, 1678.92
Russian Federation, 32901, 351.58
Djibouti, 13218, 1163.56
Ethiopia, 17097, 1547.74
Eswatini, 28413, 394.62
Slovakia, 36426, 1746.79
Aruba, 43471, 1621.52
Nepal, 34615, 1729.14
India, 19430, 1330.43
Gambia, 12115, 1298.83
Israel, 29912, 1888.97
Kosovo, 37622, 1366.9
Burkina, 43166, 839.33
Barbados, 2481, 1517.08
Algeria, 11064, 1166.78
Afghanistan, 35004, 575.91
Albania, 9846, 1272.66
San Marino, 27348, 403.88
Costa Rica, 43523, 113.85
Marshall Islands, 49465, 823.31
Iceland, 27762, 1839.52
Kuwait, 8625, 130.34
Japan, 5738, 1189.4
Canada, 16836, 1719.58
Oman, 28846, 1052.46
Liberia, 25759, 328.6
Vietnam, 25096, 597.38
Taiwan, 30668, 23.09
Bhutan, 34835, 1086.9
Indonesia, 13084, 532.19
Antigua & Deps, 48601, 620.35
Colombia, 39392, 829.67
France, 13671, 1559.05
Iraq, 6573, 1564.89
Uruguay, 4402, 1189.28
Benin, 28836, 1180.65
Cuba, 29879, 909.19
Myanmar, 27608, 526.8
South Africa, 13767, 1844.6
Bahrain, 34189, 1639.1
Brazil, 34461, 1125.78
Congo, 24694, 96.66
Guatemala, 38343, 957.93
Guinea-Bissau, 32863, 1937.49
Austria, 21538, 793.8
Slovenia, 36600, 556.29
Comoros, 29956, 110.67
Serbia, 40089, 1018.68
China, 12202, 1539.32
Belarus, 8903, 1839.52
Dominica, 34502, 995.8
Madagascar, 33181, 627.88
Chile, 14000, 1218.34
Denmark, 44957, 1419.36
Tajikistan, 24021, 569.98
Angola, 13075, 1301.62
Nicaragua, 8808, 404.01
Georgia, 18652, 1783.58
Argentina, 18333, 671.75
Bangladesh, 16461, 1928.25
Moldova, 17923, 446.7
Azerbaijan, 30920, 1132.42
Italy, 30981, 90.61
Ukraine, 9804, 186.19
Germany, 24520, 1832.04
Australia, 48497, 1038.06
Vanuatu, 13481, 302.53
Bulgaria, 13631, 1337.57
Mongolia, 15811, 274.37
Armenia, 45431, 1255.07
Yemen, 25726, 1313.21
Bahamas, 40037, 627.76
Trinidad & Tobago, 24998, 1088.05
Spain, 25692, 536.78
Russian Federation, 4578, 127.62
Djibouti, 4876, 1630
Ethiopia, 39025, 1968.73
Eswatini, 48927, 832.17
Slovakia, 17234, 1100.43
Aruba, 17361, 1110.68
Nepal, 16776, 1015.26
India, 3972, 825.03
Gambia, 18849, 30.54
Israel, 37312, 1845.77
Kosovo, 42556, 922.61
Burkina, 40061, 1162.53
Barbados, 39867, 1669.48
Algeria, 2866, 1391.62
Afghanistan, 40078, 1941.95
Albania, 24052, 157.32
San Marino, 9394, 1887.08
Costa Rica, 15859, 706.88
Marshall Islands, 49690, 400.3
Iceland, 16509, 138.17
Kuwait, 49516, 817.6
Japan, 36338, 365.35
Canada, 33135, 228.27
Oman, 27456, 1648.4
Liberia, 46570, 1989.1
Vietnam, 17635, 167.26
Taiwan, 10521, 45.5
Bhutan, 29715, 1223
Indonesia, 29747, 727.44
Antigua & Deps, 1711, 525.25
Colombia, 46884, 1409.3
France, 15918, 1599.17
Iraq, 16813, 1926.13
Uruguay, 40879, 118.49
Benin, 34010, 914.88
Cuba, 45788, 27.47
Myanmar, 18557, 100.19
South Africa, 26279, 569.68
Bahrain, 13856, 1026.44
Brazil, 495, 1493.78
Congo, 7470, 1315.06
Guatemala, 43805, 850.33
Guinea-Bissau, 3080, 230.94
Austria, 30773, 1388.64
Slovenia, 29430, 1924.94
Comoros, 10188, 291.34
Serbia, 12405, 1836.47
China, 34898, 1039.27
Belarus, 22019, 505.36
Dominica, 32352, 1518.54
Madagascar, 33213, 1722.67
Chile, 47761, 666.25
Denmark, 40475, 295.12
Tajikistan, 36576, 141.97
Angola, 25512, 1004.09
Nicaragua, 16533, 1807.61
Georgia, 27057, 1545.89
Argentina, 10155, 178.06
Bangladesh, 43125, 1394.49
Moldova, 21848, 1377.46
Azerbaijan, 18516, 1550.14
Italy, 37692, 510.51
Ukraine, 32184, 1576.73
Germany, 14979, 109.87
Australia, 4685, 896.9
Vanuatu, 33057, 1417.54
Bulgaria, 45541, 872.33
Mongolia, 46774, 1182.68
Armenia, 12579, 751.39
Yemen, 39044, 1350.97
Bahamas, 30292, 463.69
Trinidad & Tobago, 42072, 803.57
Spain, 42666, 1777.94
Russian Federation, 18060, 1221.38
Djibouti, 33361, 1136.61
Ethiopia, 4348, 1725.93
Eswatini, 16290, 960.96
Slovakia, 5053, 1133.94
Aruba, 20071, 389.18
Nepal, 19805, 12.13
India, 49436, 710.87
Gambia, 48380, 944.26
Israel, 48683, 499.37
Kosovo, 33873, 651.01
Burkina, 27603, 1797
Barbados, 30842, 1997.62
Algeria, 28716, 798.44
Afghanistan, 26129, 348.26
Albania, 42832, 1537.51
San Marino, 14585, 1590.7
Costa Rica, 24152, 1649.1
Marshall Islands, 12818, 912.57
Iceland, 21562, 1600.25
Kuwait, 41457, 649.68
Japan, 29617, 1909.05
Canada, 29527, 1059.81
Oman, 43949, 1321.67
Liberia, 35777, 1548.39
Vietnam, 24884, 1781.03
Taiwan, 32347, 968.21
Bhutan, 41477, 594.92
Indonesia, 41272, 1856.06
Antigua & Deps, 24423, 1720.9
Colombia, 25197, 1147.46
France, 27879, 978.56
Iraq, 26522, 1909.99
Uruguay, 36968, 11.29
Benin, 47568, 822.39
Cuba, 25026, 1382.49
Myanmar, 49320, 1824.6
South Africa, 39363, 1433.16
Bahrain, 37840, 1030.04
Brazil, 10122, 1473.81
Congo, 48773, 247.08
Guatemala, 18229, 1891.16
Guinea-Bissau, 21272, 530.73
Austria, 11119, 62.78
Slovenia, 27717, 885.28
Comoros, 49708, 1820.19
Serbia, 3823, 1503.03
China, 14743, 587.04
Belarus, 29932, 1933.29
Dominica, 29962, 1943.82
Madagascar, 44840, 585.69
Chile, 3473, 29.74
Denmark, 9327, 243.87
Tajikistan, 26698, 1606.61
Angola, 40039, 954.06
Nicaragua, 36484, 348.22
Georgia, 22238, 1141.55
Argentina, 5299, 248.22
Bangladesh, 23946, 1800.02
Moldova, 21178, 1861.88
Azerbaijan, 27848, 109.16
Italy, 1095, 438.16
Ukraine, 12859, 1548.08
Germany, 12787, 1158.26
Australia, 45031, 830.99
Vanuatu, 41832, 1850.52
Bulgaria, 37852, 770.32
Mongolia, 39039, 1939.63
Armenia, 23515, 1238.27
Yemen, 30175, 895.37
Bahamas, 41980, 249.89
Trinidad & Tobago, 48110, 427.01
Spain, 15394, 1025.81
Russian Federation, 19043, 1416.29
Djibouti, 47702, 1367.02
Ethiopia, 41992, 194.17
Eswatini, 28066, 1484.63
Slovakia, 3794, 706.16
Aruba, 6630, 905.54
Nepal, 23173, 1033.17
India, 45225, 1238.9
Gambia, 31968, 333.09
Israel, 16049, 1934.98
Kosovo, 28107, 318.12
Burkina, 23576, 1447.38
Barbados, 20624, 86.02
Algeria, 39996, 415.91
Afghanistan, 49721, 1712.15
Albania, 17956, 1409.39
San Marino, 25399, 596.52
Costa Rica, 35886, 1768.28
Marshall Islands, 22486, 868.31
Iceland, 7469, 824.54
Kuwait, 47212, 925.59
Japan, 23856, 172.81
Canada, 19686, 907.02
Oman, 48228, 207.98
Liberia, 42454, 1951.66
Vietnam, 14440, 538.13
Taiwan, 10050, 1063.56
Bhutan, 12102, 311.87
Indonesia, 13026, 1784.8
Antigua & Deps, 36239, 1261.07
Colombia, 38272, 1888.3
France, 9471, 1651.29
Iraq, 26826, 1755.78
Uruguay, 14212, 1869.18
Benin, 11690, 704.16
Cuba, 25020, 1047.15
Myanmar, 21667, 601.72
South Africa, 33702, 1448.08
Bahrain, 28573, 270.39
Brazil, 49980, 1116.6
Congo, 592, 919.78
Guatemala, 23996, 1446.31
Guinea-Bissau, 44902, 1265.12
Austria, 23311, 1971.79
Slovenia, 27023, 307.68
Comoros, 37091, 660.07
Serbia, 18257, 1979.47
China, 42528, 322.77
Belarus, 23841, 1017.36
Dominica, 45495, 1902.1
Madagascar, 35386, 1247.9
Chile, 5446, 1922.3
Denmark, 10394, 859.52
Tajikistan, 26085, 70.38
Angola, 26275, 78.43
Nicaragua, 39951, 493.04
Georgia, 12358, 717.68
Argentina, 14182, 1351.26
Bangladesh, 30149, 1183.19
Moldova, 11121, 544.54
Azerbaijan, 18806, 685.67
Italy, 16121, 1486.47
Ukraine, 15729, 1812.41
Germany, 111, 1899.37
Australia, 14253, 1392.34
Vanuatu, 13335, 873.47
Bulgaria, 34850, 496.08
Mongolia, 3559, 286.07
Armenia, 15145, 1520.87
Yemen, 18971, 1188.54
Bahamas, 49847, 73.37
Trinidad & Tobago, 16467, 1177.37
Spain, 20903, 369.4
Russian Federation, 24074, 702.38
Djibouti, 15330, 1681.47
Ethiopia, 33547, 400.27
Eswatini, 37864, 720.18
Slovakia, 18223, 997.76
Aruba, 18663, 399.69
Nepal, 200, 1247.55
India, 38611, 1971.46
Gambia, 36093, 1731.23
Israel, 44048, 866.83
Kosovo, 34051, 1450.95
Burkina, 23278, 439.48
Barbados, 111, 1863.25
Algeria, 37503, 1466.94
Afghanistan, 18543, 1128.92
Albania, 15349, 332.39
San Marino, 48325, 1852.64
Costa Rica, 4077, 257.4
Marshall Islands, 6840, 800.81
Iceland, 15834, 806.26
Kuwait, 33912, 1816.1
Japan, 31094, 419.32
Canada, 28516, 693.65
Oman, 13903, 350.67
Liberia, 14971, 1138.5
Vietnam, 13819, 753.68
Taiwan, 37005, 1980.25
Bhutan, 49406, 732.45
Indonesia, 15972, 1574.47
Antigua & Deps, 11867, 1353.65
Colombia, 43196, 569.81
France, 49904, 1991.03
Iraq, 18751, 346.39
Uruguay, 2057, 1738.16
Benin, 14370, 530.65
Cuba, 8420, 1991.03
Myanmar, 3335, 1449.76
South Africa, 16097, 362.94
Bahrain, 22063, 542.36
Brazil, 23342, 1457.99
Congo, 36244, 1346.87
Guatemala, 47935, 1132.71
Guinea-Bissau, 7982, 269.16
Austria, 4577, 1895.68
Slovenia, 7514, 813.95
Comoros, 23744, 472.95
Serbia, 20032, 1725.29
China, 26569, 1684.39
Belarus, 29785, 883.07
Dominica, 26793, 95.72
Madagascar, 47547, 29.44
Chile, 28942, 1650.27
Denmark, 21381, 1899.67
Tajikistan, 22879, 1332.3
Angola, 20063, 1870.24
Nicaragua, 30542, 109.52
Georgia, 35828, 570.45
Argentina, 48753, 1702.13
Bangladesh, 46137, 251.11
Moldova, 5273, 1005.83
Azerbaijan, 41108, 222.55
Italy, 36167, 1882.2
Ukraine, 24086, 1348.37
Germany, 45679, 1265.86
Australia, 15831, 1038.36
Vanuatu, 30668, 564.7
Bulgaria, 17229, 36.52
Mongolia, 35346, 1605.8
Armenia, 46253, 143.39
Yemen, 41326, 183.39
Bahamas, 40999, 83.32
Trinidad & Tobago, 16280, 1881.21
Spain, 39881, 1966.7
Russian Federation, 48968, 1601.85
Djibouti, 40766, 1175.04
Ethiopia, 27792, 1592.42
Eswatini, 34583, 1169.66
Slovakia, 32098, 638.15
Aruba, 27223, 796.54
Nepal, 10805, 448.65
India, 8487, 1880.55
Gambia, 35608, 687.95
Israel, 26772, 562.29
Kosovo, 42235, 1729.81
Burkina, 28496, 1656.69
Barbados, 48646, 1301.73
Algeria, 19039, 41.53
Afghanistan, 46451, 1436.42
Albania, 23010, 1640.13
San Marino, 32034, 1495.87
Costa Rica, 22470, 1177.43
Marshall Islands, 28056, 1396.43
Iceland, 29816, 1162.7
Kuwait, 37541, 944.55
Japan, 33771, 742
Canada, 9365, 1120.89
Oman, 14783, 963.04
Liberia, 331, 1122.07
Vietnam, 16640, 1080.77
Taiwan, 29201, 308.81
Bhutan, 25896, 1264.34
Indonesia, 47177, 868.75
Antigua & Deps, 47040, 991.5
Colombia, 1678, 1937.25
France, 14959, 796.68
Iraq, 44053, 744.59
Uruguay, 17126, 787.85
Benin, 39135, 64.2
Cuba, 9108, 511.3
Myanmar, 38202, 1726.41
South Africa, 24918, 1148.9
Bahrain, 45933, 434.91
Brazil, 11686, 626.57
Congo, 37759, 1478.43
Guatemala, 41791, 749.48
Guinea-Bissau, 5981, 1884.44
Austria, 42564, 1545.12
Slovenia, 1323, 208.75
Comoros, 43414, 1634.41
Serbia, 19095, 367.51
China, 16317, 1525.76
